category,p_area,p_date
0,15,06
0,7,06
0,9,06
0,27,06
1,1,06
1,18,06
1,22,06
1,10,06
1,20,06
1,29,06
1,9,06
0,10,06
1,22,06
1,29,06
1,13,06
1,2,06
1,13,06
1,13,06
1,13,06
1,13,06
1,9,06
1,10,06
1,22,06
0,19,06
0,2,06
0,24,06
1,3,06
1,25,06
1,9,06
1,11,06
1,6,06
0,12,06
1,23,06
1,12,06
1,3,06
1,13,06
1,13,06
0,26,06
0,11,06
1,9,06
1,10,06
1,20,06
1,20,06
1,28,06
1,12,06
1,1,06
1,25,06
0,20,06
1,27,06
1,15,06
1,3,06
1,10,06
1,3,06
1,10,06
0,3,06
1,6,06
1,3,06
1,28,06
0,2,06
1,3,06
0,10,06
1,2,06
1,29,06
0,3,06
0,27,06
1,6,06
0,20,06
1,10,06
1,10,06
1,10,06
1,10,06
1,6,06
1,10,06
1,10,06
1,12,06
1,28,06
1,29,06
1,15,06
1,13,06
1,3,06
1,3,06
1,3,06
1,9,06
1,22,06
1,23,06
1,23,06
1,11,06
1,11,06
1,28,06
1,11,06
1,11,06
1,11,06
1,11,06
1,4,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,18,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
0,10,06
1,29,06
1,14,06
1,10,06
1,25,06
1,25,06
1,25,06
1,25,06
1,25,06
1,25,06
1,25,06
1,25,06
1,25,06
1,29,06
1,20,06
1,13,06
1,3,06
1,18,06
1,22,06
1,3,06
1,3,06
1,9,06
0,17,06
0,17,06
0,17,06
0,17,06
0,17,06
0,17,06
0,17,06
0,17,06
0,17,06
1,0,06
1,9,06
1,22,06
0,18,06
0,24,06
1,18,06
0,10,06
1,16,06
1,16,06
1,22,06
1,15,06
0,26,06
0,26,06
1,14,06
1,14,06
0,26,06
0,26,06
1,14,06
1,14,06
0,26,06
0,26,06
0,26,06
1,3,06
1,20,06
1,11,06
1,16,06
1,14,06
1,8,06
1,19,06
1,19,06
1,19,06
1,19,06
1,19,06
1,19,06
1,4,06
0,4,06
1,23,06
1,29,06
1,4,06
1,13,06
1,18,06
1,28,06
1,3,06
1,10,06
1,28,06
1,15,06
1,9,06
1,29,06
1,10,06
0,7,06
0,7,06
1,10,06
1,13,06
1,10,06
1,20,06
1,19,06
1,10,06
1,26,06
1,5,06
1,7,06
0,9,06
1,6,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
0,6,06
0,24,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,11,06
1,13,06
1,9,06
0,13,06
1,16,07
1,22,07
1,2,07
1,10,07
1,10,07
1,10,07
1,23,07
1,10,07
1,10,07
1,10,07
1,3,07
1,10,07
1,10,07
1,22,07
1,22,07
1,0,07
0,0,07
1,13,07
1,10,07
1,7,07
1,7,07
1,7,07
1,7,07
1,7,07
1,7,07
1,7,07
1,4,07
1,6,07
0,4,07
1,3,07
0,20,07
1,6,07
1,3,07
1,4,07
1,26,07
1,29,07
0,20,07
1,26,07
0,10,07
1,12,07
1,3,07
1,3,07
1,3,07
1,3,07
1,3,07
1,3,07
1,3,07
1,3,07
0,2,07
1,14,07
1,9,07
1,29,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,10,07
1,11,07
1,4,07
1,11,07
1,29,07
1,11,07
1,9,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,14,07
0,17,07
0,5,07
1,18,07
1,15,07
1,18,07
1,12,07
1,22,07
1,25,07
1,25,07
1,25,07
1,25,07
1,25,07
1,25,07
1,7,07
0,29,07
1,24,07
0,17,07
0,11,07
1,28,07
1,13,07
1,13,07
1,10,07
1,28,07
1,1,07
1,1,07
1,4,07
1,27,07
1,15,07
1,28,07
1,29,07
1,28,07
1,28,07
1,28,07
1,28,07
1,6,07
1,28,07
1,2,07
1,9,07
1,5,07
1,10,07
0,25,07
1,25,07
1,19,07
1,10,07
1,14,07
1,10,07
1,27,07
1,9,07
0,15,07
1,17,07
1,22,07
1,22,07
1,18,07
1,23,07
1,24,07
1,9,07
1,5,07
0,13,07
1,9,07
1,9,07
1,19,07
1,19,07
1,19,07
1,19,07
1,19,07
1,19,07
1,19,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,11,07
1,13,07
0,21,07
1,11,07
1,11,07
1,18,07
1,17,07
1,11,07
1,11,07
1,11,07
1,17,07
1,1,07
1,1,07
0,20,07
0,3,07
0,9,07
0,21,07
1,0,07
1,20,07
1,2,08
1,25,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,10,08
1,22,08
1,20,08
1,6,08
1,9,08
0,20,08
1,20,08
1,21,08
0,1,08
1,17,08
0,27,08
0,20,08
1,20,08
1,10,08
1,17,08
1,2,08
1,0,08
1,25,08
0,16,08
1,15,08
1,9,08
0,12,08
1,9,08
0,15,08
0,5,08
0,16,08
1,14,08
1,28,08
1,9,08
1,12,08
0,22,08
1,22,08
1,24,08
1,24,08
1,10,08
1,11,08
1,3,08
1,3,08
1,11,08
1,11,08
1,13,08
1,28,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,20,08
1,17,08
1,11,08
1,11,08
1,11,08
1,13,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,16,08
0,12,08
1,9,08
1,20,08
1,10,08
1,26,08
0,18,08
1,26,08
0,16,08
1,18,08
1,24,08
0,9,08
1,11,08
1,11,08
1,16,08
1,10,08
1,25,08
1,25,08
1,25,08
1,25,08
1,25,08
1,25,08
1,18,08
0,12,08
1,15,08
1,15,08
1,경기북부청 파주,08
1,22,08
0,18,08
1,9,08
1,15,08
1,28,08
1,29,08
0,10,08
1,19,08
1,19,08
1,19,08
1,19,08
1,19,08
1,21,08
1,19,08
1,11,08
1,19,08
1,11,08
1,19,08
1,13,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,4,08
1,1,08
1,11,08
1,11,08
1,11,08
1,11,08
1,11,08
1,1,08
1,11,08
1,11,08
1,1,08
1,11,08
1,1,08
1,1,08
1,1,08
1,1,08
1,1,08
0,27,08
1,15,08
1,22,08
1,25,08
1,6,08
0,16,08
1,12,08
1,28,08
1,28,08
1,6,08
0,3,08
0,3,08
1,21,08
1,12,08
0,4,08
1,10,08
0,28,08
1,10,08
1,10,08
1,1,08
1,17,08
1,12,09
1,24,09
1,22,09
1,13,09
1,9,09
1,11,09
1,22,09
1,22,09
1,22,09
1,9,09
1,9,09
1,9,09
1,9,09
1,9,09
1,9,09
1,15,09
1,28,09
1,12,09
1,4,09
1,10,09
1,10,09
1,10,09
1,10,09
1,2,09
1,10,09
1,2,09
1,10,09
1,10,09
1,18,09
1,22,09
1,12,09
1,15,09
1,13,09
1,5,09
0,22,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,2,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,21,09
1,20,09
1,2,09
1,10,09
1,5,09
1,3,09
1,5,09
1,13,09
1,15,09
1,10,09
1,5,09
1,3,09
1,10,09
0,3,09
1,4,09
1,22,09
1,10,09
1,22,09
1,4,09
1,1,09
1,6,09
1,11,09
1,9,09
1,22,09
1,3,09
0,24,09
0,24,09
1,11,09
1,11,09
1,28,09
1,28,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,10,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
1,11,09
0,17,09
1,18,09
1,15,09
1,3,09
0,1,09
1,21,09
1,28,09
1,28,09
1,0,09
1,24,09
1,28,09
1,7,09
1,4,09
1,19,09
1,5,09
1,25,09
1,25,09
1,25,09
1,25,09
1,25,09
1,25,09
1,13,09
0,4,09
1,3,09
1,26,09
1,10,09
1,25,09
1,21,09
1,24,09
1,25,09
1,25,09
1,13,09
1,4,09
1,19,09
1,19,09
1,19,09
1,19,09
1,15,09
1,22,09
1,15,09
1,5,09
1,10,09
0,20,09
1,23,09
1,23,09
1,19,09
1,4,09
1,4,09
1,1,09
1,13,09
1,3,09
1,20,09
0,27,09
0,27,09
0,3,10
1,29,10
1,10,10
1,9,10
1,6,10
1,10,10
1,16,10
1,12,10
1,25,10
1,9,10
1,28,10
1,6,10
1,2,10
1,24,10
1,11,10
1,11,10
1,4,10
1,11,10
1,11,10
1,11,10
1,5,10
1,11,10
1,11,10
1,11,10
1,14,10
0,25,10
1,12,10
1,4,10
1,4,10
0,3,10
1,21,10
0,15,10
1,3,10
1,5,10
1,14,10
1,10,10
1,10,10
0,19,10
1,10,10
1,10,10
1,20,10
1,10,10
0,10,10
1,29,10
1,29,10
1,6,10
1,27,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,2,10
0,12,10
0,1,10
1,12,10
1,1,10
1,18,10
1,4,10
1,11,10
1,11,10
1,11,10
0,3,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,11,10
1,2,10
1,2,10
1,2,10
1,11,10
1,2,10
1,2,10
1,2,10
1,2,10
1,2,10
1,11,10
1,2,10
1,22,10
1,3,10
1,4,10
0,7,10
1,12,10
0,20,10
1,29,10
1,25,10
1,1,10
1,2,10
1,3,10
0,25,10
1,17,10
1,4,10
1,28,10
0,19,10
1,6,10
1,22,10
0,14,10
0,,10
1,7,10
1,3,10
1,3,10
1,3,10
1,15,10
1,10,10
1,0,10
1,28,10
1,28,10
1,인천청 인천논현,10
1,6,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
0,3,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,23,10
1,3,10
1,28,10
1,29,10
1,18,10
1,9,10
1,4,10
1,12,10
1,9,10
1,10,10
1,9,10
1,2,10
1,2,10
1,28,10
1,23,10
1,3,10
1,3,10
1,4,10
1,10,10
1,25,10
1,25,10
1,25,10
1,6,10
1,15,10
1,24,10
1,1,10
1,19,10
1,19,10
1,19,10
1,19,10
1,19,10
1,19,10
1,29,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,19,10
1,11,10
1,11,10
1,19,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,11,10
1,20,10
1,4,10
1,5,10
1,19,10
1,9,10
1,6,11
1,18,11
1,13,11
1,27,11
1,17,11
1,23,11
0,28,11
1,3,11
1,22,11
1,22,11
1,22,11
1,11,11
1,11,11
1,11,11
1,11,11
1,15,11
1,5,11
1,12,11
1,26,11
1,7,11
0,11,11
1,6,11
1,22,11
1,10,11
1,10,11
1,10,11
1,15,11
0,4,11
1,29,11
1,11,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,28,11
1,5,11
1,4,11
1,4,11
1,9,11
0,2,11
0,1,11
1,4,11
1,10,11
1,10,11
1,9,11
1,29,11
1,3,11
1,18,11
1,6,11
1,25,11
1,16,11
1,18,11
1,3,11
1,3,11
1,3,11
1,경기북부청 의정부,11
1,3,11
1,,11
1,3,11
1,3,11
1,10,11
1,6,11
1,17,11
1,28,11
1,28,11
1,28,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,15,11
1,11,11
1,11,11
1,23,11
1,2,11
1,13,11
1,4,11
1,6,11
1,25,11
1,28,11
1,2,11
1,20,11
0,1,11
1,23,11
1,25,11
1,9,11
1,12,11
1,29,11
0,9,11
1,4,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,11,11
1,7,11
1,17,11
1,19,11
1,19,11
1,19,11
1,5,11
0,21,11
0,21,11
0,21,11
0,21,11
0,21,11
0,21,11
0,21,11
0,21,11
0,4,11
0,1,11
1,14,11
1,9,11
1,9,11
0,27,11
1,22,11
1,7,11
1,13,11
1,25,11
1,23,11
1,17,11
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,16,12
0,23,12
1,23,12
0,5,12
1,20,12
1,18,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,10,12
1,24,12
1,5,12
1,22,12
1,22,12
1,22,12
1,15,12
1,20,12
1,9,12
0,2,12
1,25,12
1,1,12
1,1,12
1,1,12
1,19,12
1,22,12
1,9,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
0,3,12
1,7,12
0,3,12
0,3,12
0,3,12
0,21,12
1,23,12
1,5,12
1,27,12
1,27,12
1,23,12
1,2,12
1,4,12
1,4,12
1,9,12
1,2,12
1,22,12
1,15,12
1,13,12
1,,12
1,17,12
0,5,12
1,3,12
1,3,12
1,3,12
1,3,12
0,9,12
1,17,12
1,28,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,10,12
1,15,12
1,25,12
1,3,12
1,16,12
1,21,12
1,3,12
0,3,12
1,7,12
0,5,12
1,28,12
1,20,12
1,25,12
1,1,12
0,11,12
1,22,12
1,22,12
1,22,12
1,11,12
1,11,12
1,20,12
1,23,12
1,3,12
1,2,12
1,10,12
0,28,12
0,28,12
0,28,12
0,28,12
0,28,12
0,28,12
1,3,12
0,14,12
0,8,12
0,8,12
0,8,12
0,8,12
0,8,12
1,22,12
1,9,12
1,25,12
1,18,12
0,14,12
