category,sex,age,area,c_record
1,1,66,18,1
1,0,88,3,0
1,0,64,15,1
1,0,77,3,3
1,0,79,10,0
1,0,92,3,0
1,0,89,3,0
1,0,84,3,0
1,1,67,3,0
1,0,79,3,0
1,1,86,3,0
1,0,91,3,0
1,0,83,17,0
1,0,94,3,0
1,0,78,28,0
1,1,82,28,0
1,1,69,11,0
1,1,62,11,0
1,1,83,11,0
1,1,83,11,0
1,0,79,11,0
1,0,87,11,0
1,1,92,11,0
1,0,70,11,0
1,0,87,11,0
1,1,83,11,0
1,1,42,5,1
1,0,73,4,1
1,0,73,11,0
1,0,78,11,0
1,0,86,11,0
1,0,91,11,0
1,0,69,11,0
0,0,16,17,0
1,0,70,1,0
1,0,92,11,0
1,1,80,23,0
1,0,80,2,0
1,0,83,30,3
1,0,94,27,0
1,0,77,29,0
0,1,5,17,0
1,0,84,15,0
0,1,47,20,0
1,1,62,6,3
0,0,21,28,1
1,0,85,14,0
1,1,80,4,0
1,1,84,10,0
1,0,79,24,0
1,0,95,22,0
1,0,90,6,0
1,0,69,4,0
1,1,88,2,3
1,0,37,24,0
0,1,7,24,0
1,0,66,19,0
1,1,85,19,0
1,0,87,19,0
1,1,90,19,1
1,0,72,19,1
1,1,69,10,0
1,0,74,5,0
1,1,82,3,3
1,1,82,19,0
1,1,75,4,0
1,0,88,29,0
0,1,21,23,1
1,0,79,18,0
1,1,71,10,1
1,0,78,12,0
1,1,78,6,2
1,1,64,14,0
1,1,83,8,0
1,0,85,8,0
1,0,89,10,0
1,1,82,20,0
1,1,67,18,3
1,0,77,4,0
0,1,70,6,0
0,1,10,9,0
1,0,81,3,0
1,0,70,3,0
0,0,6,20,0
1,0,79,5,3
1,0,83,11,0
1,1,76,17,0
1,1,77,6,0
1,0,84,7,0
1,0,83,4,2
1,0,81,10,0
1,0,79,10,1
1,1,77,10,0
1,1,59,10,0
0,0,16,3,0
0,1,4,0,0
1,0,72,12,0
1,0,80,22,0
1,1,90,10,1
1,0,76,27,3
1,0,84,9,0
1,0,81,17,0
1,1,90,17,0
0,0,9,28,0
0,1,22,5,3
1,0,88,6,0
1,0,68,4,0
0,1,5,20,0
1,1,77,17,0
0,1,8,16,0
1,1,76,4,0
1,0,91,20,0
1,0,78,6,0
1,0,64,28,0
1,1,80,19,1
1,1,80,19,3
1,0,86,28,0
1,0,91,23,1
1,0,74,11,0
1,1,86,11,0
1,0,80,11,0
1,0,77,11,0
1,0,77,11,0
1,1,79,11,0
1,0,89,11,0
1,1,96,11,0
1,0,92,11,0
0,1,9,3,0
1,1,74,4,3
1,0,83,3,0
1,0,68,2,0
1,0,89,9,0
1,1,86,24,3
1,1,83,19,3
1,1,66,3,1
1,0,65,7,0
1,0,79,5,0
0,1,25,9,0
1,0,83,6,3
1,0,74,1,0
1,0,84,19,0
1,1,86,3,0
1,1,72,3,0
1,0,75,3,0
1,0,85,3,0
1,0,80,3,0
0,1,3,27,0
1,1,78,1,1
1,1,81,1,2
1,0,62,28,0
1,1,79,28,1
1,0,79,28,0
1,1,72,28,3
1,0,76,22,0
1,1,82,23,0
1,1,73,12,1
1,0,93,10,0
1,1,82,5,1
1,0,79,28,0
1,0,78,14,3
1,1,75,3,3
1,0,82,4,1
0,1,35,28,3
1,0,81,15,1
1,1,81,20,0
1,0,87,29,0
0,1,19,3,0
0,1,40,7,1
0,1,42,7,0
1,0,73,25,0
1,0,79,18,0
1,1,81,15,2
1,0,71,23,1
1,0,76,12,2
1,1,77,19,3
1,1,64,10,0
1,0,89,6,0
1,1,87,24,0
1,0,65,3,0
1,0,72,16,3
1,0,86,9,3
0,0,34,28,0
0,1,39,28,0
0,0,25,28,0
0,0,35,28,0
0,1,30,28,0
1,0,65,24,2
0,0,33,28,0
1,0,92,10,0
0,0,38,28,0
0,0,48,28,0
0,1,29,28,0
0,1,34,28,0
0,1,52,28,0
0,1,27,28,0
0,1,30,28,0
0,1,56,28,0
0,1,26,28,0
0,1,32,28,0
0,1,27,28,0
0,1,27,28,0
0,0,45,28,0
0,1,25,28,0
0,0,26,28,0
0,0,41,28,0
1,0,88,11,0
1,1,84,11,0
1,1,82,11,0
1,0,70,11,0
1,1,87,13,3
1,1,70,11,0
1,0,70,11,0
1,0,84,11,0
1,1,87,11,0
1,0,81,11,0
1,0,80,20,2
1,0,79,26,1
1,1,81,26,1
1,0,85,23,3
1,1,81,2,0
1,1,91,19,0
1,0,78,19,3
1,0,76,19,0
1,0,77,19,0
1,1,71,19,0
1,1,75,19,0
1,1,74,19,0
1,0,81,19,0
1,0,83,19,0
1,1,82,19,0
1,0,84,19,0
1,1,78,19,0
1,0,89,19,0
1,0,79,19,0
1,0,82,19,0
1,1,72,19,0
1,0,79,19,0
1,0,99,10,1
1,1,79,12,1
1,0,79,19,0
1,0,86,29,0
1,0,90,13,0
0,0,34,2,0
0,0,29,2,0
1,0,70,4,0
1,0,81,5,0
1,1,76,27,3
1,0,76,4,0
1,1,80,4,0
1,0,90,9,0
1,1,74,23,3
1,1,83,23,0
1,0,81,28,0
1,0,87,13,0
0,0,5,19,0
1,1,87,17,0
1,1,81,10,0
1,1,80,2,3
1,0,82,24,0
1,0,91,2,1
1,1,75,10,0
1,0,88,10,0
1,1,77,10,0
1,0,77,10,2
1,0,85,10,0
1,1,78,10,0
1,1,86,21,0
1,1,80,15,0
1,0,82,23,1
1,1,87,27,0
1,1,83,19,1
1,1,75,0,1
1,0,80,13,3
0,1,51,22,1
0,1,10,17,1
1,0,65,12,1
1,1,85,1,0
1,0,86,2,0
1,0,82,1,1
1,1,86,11,0
1,0,85,11,1
1,1,84,11,0
1,0,70,11,0
1,0,80,11,0
1,0,73,11,0
1,0,83,11,0
1,0,83,11,0
1,1,79,21,0
1,0,67,11,0
1,1,81,11,0
1,0,87,11,0
1,0,81,15,3
0,1,6,9,0
1,1,87,2,0
1,1,81,24,0
1,0,86,1,0
1,0,95,13,0
1,0,95,12,0
0,0,29,21,0
0,0,66,9,1
1,1,72,6,1
0,1,41,23,0
1,0,88,16,0
1,1,83,12,1
1,0,83,13,1
1,0,86,3,2
1,0,85,3,0
1,1,74,3,0
1,1,92,3,0
1,1,69,3,0
1,0,92,11,1
1,0,91,12,0
1,1,75,3,0
1,0,77,30,0
0,0,31,16,0
0,1,24,4,0
1,1,93,22,3
1,0,84,14,0
1,0,83,14,0
0,0,9,22,0
1,0,91,14,0
1,0,77,28,0
1,0,79,15,3
1,1,86,10,0
0,1,29,3,0
0,1,33,3,0
0,1,21,3,3
0,1,33,3,0
0,0,48,3,0
1,0,96,9,1
1,0,88,12,0
1,0,87,28,0
1,1,80,15,1
1,0,75,2,0
1,0,84,6,0
1,1,6,3,0
1,0,86,14,0
1,0,74,9,0
1,0,86,11,3
1,0,89,10,0
1,0,81,15,0
1,0,81,12,3
1,1,90,22,1
0,1,45,20,3
1,1,90,26,0
1,1,80,10,2
1,0,83,20,0
1,0,70,12,1
1,0,87,19,0
1,1,86,19,1
1,1,82,19,0
1,1,84,19,0
1,0,81,9,0
1,0,80,19,1
1,0,77,19,0
1,1,67,28,3
0,1,24,18,3
0,1,31,18,0
0,1,42,18,0
0,1,35,18,0
0,1,23,18,0
1,0,77,26,0
1,1,78,9,0
1,0,79,15,1
1,0,88,9,1
1,0,75,2,3
0,1,8,16,0
0,1,8,16,0
0,0,6,16,0
0,1,7,16,0
0,0,6,16,0
0,1,9,16,0
0,1,23,21,0
0,1,8,16,0
1,1,86,19,3
0,0,23,6,0
1,1,89,4,0
1,0,63,2,1
1,1,79,22,1
1,0,77,1,3
0,0,38,19,0
1,0,79,5,0
1,0,90,9,1
1,1,72,19,3
1,1,58,11,0
1,0,85,15,0
1,0,82,22,0
1,0,88,25,0
0,1,11,17,0
0,0,7,9,0
1,0,81,22,1
1,0,91,3,0
0,1,10,22,0
1,0,81,6,3
1,0,83,22,0
1,1,80,12,0
1,0,62,22,1
1,1,77,22,0
1,1,61,22,0
1,1,81,22,0
1,0,89,22,0
1,1,101,22,0
1,1,90,22,0
0,1,47,28,0
1,0,86,15,0
1,1,82,1,0
1,1,77,2,0
0,1,22,18,0
0,1,32,18,0
0,1,22,18,0
0,1,28,18,0
0,1,24,18,0
0,1,23,18,0
1,1,91,3,0
0,1,58,2,3
1,0,89,1,0
0,1,50,2,0
0,1,51,2,0
1,0,76,28,3
1,0,89,2,2
1,0,83,16,0
1,0,74,10,0
1,0,98,10,3
1,0,70,10,0
1,1,85,25,2
1,1,86,15,0
1,0,88,6,3
1,1,75,18,3
1,0,76,10,0
1,0,91,18,1
0,0,47,5,0
1,0,82,27,0
1,1,75,6,1
1,1,75,13,3
1,0,77,21,1
1,0,85,15,0
1,0,77,13,3
1,1,87,17,2
1,0,91,3,0
1,0,86,3,0
1,0,77,0,0
1,1,77,13,1
1,0,84,25,0
1,0,87,1,0
0,0,21,11,0
1,0,91,12,0
1,1,81,27,0
1,1,78,5,0
1,1,68,10,0
1,1,59,16,0
1,0,80,28,2
1,0,89,28,1
1,0,77,12,1
1,1,74,16,0
1,1,79,11,0
1,1,83,16,0
1,0,90,10,0
1,1,81,4,1
1,0,76,10,0
1,0,78,25,2
1,1,77,3,3
1,0,71,3,0
0,1,26,23,0
0,0,28,21,0
0,0,29,21,0
1,0,81,1,3
1,1,87,18,1
1,0,78,4,0
1,0,91,28,1
0,1,30,15,2
1,1,83,15,0
1,1,84,13,0
1,0,72,23,1
1,0,80,17,1
1,0,80,5,3
1,0,81,4,0
1,0,81,9,0
0,1,31,22,3
1,0,84,4,0
1,0,83,10,0
0,0,47,24,0
1,0,74,24,0
1,1,81,24,0
1,0,74,9,0
1,0,80,15,0
0,1,29,20,0
1,0,76,19,0
1,0,89,19,3
1,0,80,19,0
1,1,79,9,0
1,0,77,19,0
1,1,84,19,2
0,0,55,20,0
1,1,61,11,0
1,0,84,28,0
1,1,84,13,0
1,0,73,22,3
1,1,77,10,0
1,1,65,15,0
1,0,77,20,0
1,1,85,12,0
0,1,27,21,0
0,1,42,8,0
1,1,92,22,0
0,1,25,9,0
1,0,80,2,1
0,1,10,18,0
1,1,82,27,0
1,0,80,3,0
1,0,80,3,0
1,0,88,3,0
1,1,82,3,0
1,0,102,3,0
1,1,88,3,0
1,0,90,3,0
1,0,92,3,0
1,0,78,4,0
1,1,56,10,0
1,1,83,10,0
1,0,83,10,0
1,0,90,10,0
1,0,82,10,0
1,1,75,24,0
1,0,84,25,2
1,1,78,9,0
1,1,83,9,3
1,0,86,13,0
1,0,87,22,1
1,0,91,25,0
1,1,60,22,0
1,0,75,5,0
1,1,80,15,3
0,0,9,11,0
1,1,85,22,1
1,1,72,19,0
1,0,83,10,0
1,0,91,0,3
1,0,88,24,0
1,0,84,0,3
1,0,83,9,0
1,1,80,30,2
1,1,79,15,0
1,0,81,5,0
1,0,78,23,2
1,1,78,13,0
1,1,83,13,0
1,0,91,13,0
1,1,79,13,0
1,0,77,13,0
1,1,86,13,1
1,1,80,13,0
1,1,77,13,0
1,1,70,13,0
1,0,81,13,0
1,0,95,13,0
1,0,79,13,0
1,0,82,13,0
1,1,80,13,1
1,0,88,13,0
1,0,82,13,0
1,0,85,24,0
1,0,83,10,0
1,0,77,9,0
1,0,86,29,0
1,1,85,20,0
1,0,83,9,1
0,1,23,2,0
1,0,76,10,0
1,1,83,9,0
1,0,89,23,2
1,0,90,28,0
1,0,84,30,2
1,1,88,9,0
1,1,188,20,1
1,0,77,13,1
1,1,80,10,0
1,0,83,10,0
1,1,83,10,0
1,1,80,7,0
1,0,73,7,0
1,0,85,7,0
0,1,30,1,0
1,0,81,24,0
1,0,78,24,0
1,1,88,17,0
1,0,64,1,0
1,1,83,3,0
0,1,77,15,0
1,0,86,3,0
1,0,78,3,0
1,1,83,3,0
1,1,77,4,0
0,0,4,4,0
1,0,85,3,0
1,1,75,3,0
1,0,81,10,0
1,0,80,3,0
1,1,77,27,1
1,0,87,10,0
1,0,89,6,0
1,1,91,24,0
0,1,8,13,0
1,1,82,25,0
1,0,72,29,0
1,0,81,7,3
1,0,90,11,0
1,0,85,11,0
1,0,77,11,0
1,0,85,11,0
1,1,66,11,0
1,1,60,11,0
1,0,66,11,0
1,0,84,11,0
1,1,81,11,0
1,0,68,11,0
1,1,90,11,0
1,0,80,11,0
1,1,82,11,0
1,1,69,11,0
1,0,67,11,0
1,0,78,11,0
1,0,89,11,0
1,0,85,11,0
1,1,83,24,1
1,0,85,3,0
1,0,90,6,1
1,1,-17,13,0
1,1,83,2,0
1,1,77,2,0
1,0,70,28,0
1,1,82,7,0
1,1,77,24,0
0,1,6,20,0
1,1,75,4,2
1,0,76,25,3
1,0,92,7,0
1,1,73,27,0
1,0,68,27,0
0,1,41,3,0
1,1,86,6,0
0,0,6,21,0
1,0,69,16,1
1,0,87,9,1
1,1,73,5,0
0,0,40,27,0
1,1,80,2,0
1,0,82,20,0
1,1,83,6,0
1,0,81,6,1
1,0,78,13,0
1,0,94,6,0
1,1,84,6,0
1,0,92,6,0
1,0,79,6,0
1,0,81,6,0
1,1,79,6,0
1,0,85,6,0
1,1,76,6,0
1,0,80,17,3
1,1,82,6,0
1,0,81,6,0
1,0,81,25,0
1,0,83,10,0
0,1,5,26,0
0,0,6,26,0
0,1,5,26,0
0,0,5,26,0
1,0,88,15,0
0,1,8,26,0
0,0,7,26,0
1,0,80,7,0
1,1,88,7,0
1,1,82,25,0
1,0,67,28,0
1,0,79,15,0
1,0,79,26,3
0,1,10,13,0
1,0,98,28,3
1,0,84,20,0
0,1,53,28,0
1,0,79,18,3
1,0,88,22,0
1,0,80,6,0
1,0,78,23,1
1,0,88,12,0
1,0,91,9,0
1,0,85,4,3
0,1,19,23,0
1,0,70,30,0
1,0,85,3,0
1,1,84,14,0
1,0,84,27,0
1,0,90,9,0
1,1,85,7,0
0,0,73,28,3
1,0,76,7,0
1,0,78,19,0
0,0,6,20,0
1,1,70,5,0
1,0,74,10,0
1,1,82,3,0
1,1,76,21,1
1,0,89,15,0
1,0,94,9,0
0,1,9,24,0
1,0,79,5,0
1,0,71,15,1
1,0,77,11,0
1,1,82,11,0
1,1,74,11,0
1,0,81,11,0
1,1,76,11,0
1,1,84,11,0
1,1,78,23,0
1,0,73,11,0
1,1,71,10,0
1,0,75,11,0
1,0,80,11,0
1,1,78,11,0
1,0,84,23,0
1,0,89,11,0
1,0,82,11,0
1,0,87,11,0
1,0,86,25,0
1,1,,20,0
1,0,77,16,1
0,1,21,12,0
0,1,23,12,0
1,1,92,7,1
1,1,76,19,0
1,0,78,19,0
1,1,76,19,0
1,0,78,22,0
1,0,77,19,0
1,0,85,19,0
1,0,93,21,0
1,0,90,19,0
1,1,86,9,0
0,1,35,20,0
1,1,90,28,2
1,0,77,5,0
1,0,99,12,1
1,1,54,23,3
0,0,56,4,3
1,0,84,2,1
0,1,21,13,0
1,0,80,15,1
1,0,81,19,0
1,0,84,13,0
1,0,76,4,0
1,1,71,1,0
0,1,11,21,0
1,0,81,4,0
1,0,88,30,0
1,0,99,28,0
0,1,5,22,0
1,0,86,16,0
1,0,87,16,0
1,0,90,16,2
1,0,69,16,0
1,0,77,16,0
1,0,83,16,0
1,1,77,16,0
1,1,83,16,0
1,1,81,16,0
1,1,99,16,0
1,1,79,16,0
1,1,91,16,0
1,1,70,16,0
0,1,7,8,0
1,1,69,10,0
1,0,87,16,0
1,0,80,16,2
1,0,94,16,0
1,1,81,16,0
1,1,93,16,0
0,1,7,8,0
0,1,6,8,0
0,1,9,8,0
1,1,77,10,3
1,0,87,16,0
1,0,63,10,0
1,0,83,16,0
1,0,78,16,0
1,0,82,11,0
1,1,77,4,1
1,1,89,22,1
1,0,80,22,0
1,1,72,22,1
1,0,71,6,0
1,0,76,22,0
1,0,77,22,0
1,0,78,22,0
1,0,80,22,0
1,0,86,22,0
1,1,63,22,0
1,0,88,22,0
1,0,96,22,0
1,0,52,22,0
1,1,66,15,0
1,1,73,19,0
1,0,79,15,0
1,0,85,10,0
1,0,77,10,0
1,0,77,3,0
1,1,80,3,0
1,0,95,22,0
1,1,78,5,0
1,0,81,29,0
1,1,78,30,1
1,0,89,11,0
1,1,63,10,0
1,0,77,11,0
1,0,85,11,0
1,0,76,11,0
1,0,79,11,0
1,1,91,11,0
1,0,92,11,0
1,0,86,11,0
1,0,67,11,0
1,0,74,11,0
1,1,77,11,0
1,1,78,11,0
1,0,69,11,0
1,1,83,11,0
1,0,79,11,2
1,0,82,11,0
1,0,70,11,0
1,0,83,11,0
1,1,75,11,0
1,0,94,11,0
1,1,79,11,0
1,0,93,22,0
1,1,67,10,3
1,1,81,12,0
1,1,74,10,3
1,0,82,10,0
1,0,83,20,3
1,0,84,24,0
1,1,77,27,0
0,0,13,18,0
1,1,90,20,1
1,1,74,2,2
1,1,72,13,0
1,0,86,17,1
1,0,82,17,0
1,1,81,17,0
1,1,79,17,0
1,0,73,17,0
1,1,87,17,0
1,1,81,17,0
1,0,74,17,0
1,1,74,17,0
1,0,84,17,0
1,1,84,17,0
1,1,80,22,0
1,1,77,15,0
1,0,74,23,0
0,0,41,23,0
1,0,85,1,0
1,0,81,10,3
1,1,86,20,3
1,0,94,3,0
1,0,76,25,0
1,0,54,3,0
1,1,79,3,0
1,1,90,3,0
1,0,89,3,0
1,1,87,3,0
1,0,84,12,1
0,1,23,18,0
0,1,54,18,0
0,1,28,18,0
0,0,37,18,0
0,1,33,18,0
0,1,35,18,0
0,1,51,18,0
0,1,53,18,0
0,1,59,18,0
0,0,54,18,0
0,0,44,18,0
0,0,57,18,0
0,1,36,18,0
0,1,40,18,0
0,0,55,18,0
0,0,49,18,0
0,0,25,18,0
0,0,42,18,0
0,1,23,18,0
0,0,25,18,0
0,1,41,18,0
0,0,45,18,0
0,1,51,18,0
0,0,43,18,0
0,1,25,18,0
0,1,51,18,0
0,1,4,1,0
1,0,86,17,2
1,0,71,25,0
1,0,74,24,0
0,0,8,13,1
1,1,80,5,0
1,0,68,28,3
1,0,84,28,0
1,0,86,13,0
1,1,85,28,3
1,1,80,28,0
1,0,90,25,3
1,1,89,25,0
1,0,94,25,0
1,0,77,21,0
1,1,82,21,0
1,0,75,21,0
1,1,70,21,0
1,0,88,21,0
1,1,84,21,0
1,0,74,21,0
1,0,89,21,0
1,0,86,21,0
1,0,85,21,0
1,1,81,21,0
1,1,84,21,0
1,1,72,21,0
1,0,86,21,0
1,1,79,21,0
1,0,87,21,3
1,0,84,21,0
1,0,80,21,0
1,1,84,4,0
1,0,85,21,0
1,1,95,21,0
1,0,83,6,3
1,0,79,25,0
1,0,87,3,0
1,0,87,16,0
1,1,65,24,0
1,0,89,26,0
1,0,88,22,3
1,0,83,6,3
1,0,71,4,1
0,0,11,21,0
1,0,81,1,1
1,0,84,3,1
1,1,72,20,0
0,0,28,18,0
0,0,25,18,0
0,0,22,18,0
0,0,23,18,0
1,0,90,18,1
0,1,31,18,0
0,1,25,18,0
0,1,26,18,0
0,1,25,18,0
0,1,26,18,0
0,1,24,18,0
0,1,21,18,0
0,1,22,18,0
0,1,28,18,0
0,0,23,18,0
0,0,22,18,0
0,1,21,18,0
1,0,75,11,0
1,1,84,10,0
1,0,79,6,1
1,1,87,6,0
1,0,75,6,1
1,0,81,6,0
1,0,94,6,2
1,0,76,6,0
1,1,85,6,0
1,0,77,6,0
1,1,72,6,0
1,0,91,6,0
1,0,81,6,0
1,1,89,6,0
1,0,83,6,0
0,1,8,3,0
1,1,91,9,1
0,0,10,23,0
0,1,12,23,0
0,1,17,23,0
0,1,15,23,0
0,1,11,23,0
0,1,26,18,0
0,0,29,18,0
0,1,30,18,0
0,0,29,18,0
1,0,89,24,0
1,0,81,4,0
0,1,21,18,0
1,0,84,15,0
1,1,74,11,0
1,0,72,11,0
1,0,75,11,0
1,0,77,11,0
1,0,84,11,0
1,0,84,25,3
1,0,90,11,1
1,0,69,11,0
1,1,82,11,0
1,0,63,11,0
1,1,79,11,0
1,0,92,11,0
1,0,83,11,0
1,0,78,11,0
1,1,87,11,0
1,0,79,11,0
1,0,85,11,0
1,0,85,11,0
1,0,81,11,0
1,0,82,19,3
0,0,54,9,0
0,1,43,9,0
1,0,73,20,2
0,0,27,10,0
0,0,30,9,0
1,0,77,23,1
0,0,33,10,0
1,1,76,30,3
1,1,68,16,0
1,0,87,7,0
1,0,78,7,0
1,0,81,7,0
1,1,77,7,0
1,0,77,7,0
1,0,83,7,0
1,0,87,7,0
0,0,24,28,0
0,0,26,11,0
1,0,71,27,0
0,0,49,19,0
1,1,77,9,0
1,1,66,9,0
1,0,90,9,0
1,0,72,5,0
1,0,85,9,0
1,0,96,9,0
1,0,85,9,0
1,0,85,9,0
1,1,80,9,0
1,0,89,9,0
1,0,84,27,0
1,0,82,9,0
1,0,89,9,0
1,0,83,20,1
1,0,82,9,0
1,1,75,15,0
1,0,68,10,1
1,0,81,22,0
1,0,78,18,0
1,0,82,18,0
1,0,74,18,0
1,0,77,18,0
1,1,75,18,0
1,0,85,18,0
1,1,87,18,0
1,0,98,18,0
0,0,74,28,0
1,0,90,18,0
1,0,87,18,0
1,0,86,18,0
1,1,82,22,3
1,0,87,20,1
0,1,29,9,0
0,1,19,4,0
1,0,74,15,2
0,1,7,20,0
1,1,71,9,0
1,1,87,18,0
0,0,5,20,0
1,0,97,22,0
1,1,78,15,1
0,1,41,9,3
1,1,82,5,1
0,1,30,22,0
1,0,90,13,0
1,1,80,15,1
0,0,33,9,0
1,1,80,5,2
1,0,80,4,0
1,1,85,7,0
1,0,83,12,0
0,0,6,18,0
1,0,75,18,0
1,0,78,4,0
1,0,83,3,0
1,1,84,23,1
1,0,88,6,0
1,0,92,17,2
1,0,93,18,0
1,0,83,5,0
1,0,85,22,0
1,1,74,2,0
0,1,28,7,0
0,1,65,9,0
1,0,86,10,0
1,1,90,23,0
1,0,81,19,3
1,0,96,5,2
1,1,71,19,0
1,0,75,19,0
1,0,81,19,0
0,1,27,22,0
0,1,28,16,0
0,1,42,16,0
0,0,28,16,0
0,0,42,16,0
0,1,40,16,0
0,0,27,16,0
0,0,34,16,0
0,0,24,16,0
0,0,26,16,0
1,0,77,6,1
0,0,26,16,0
0,1,26,16,0
0,1,25,16,0
0,1,31,16,0
1,1,82,21,0
1,0,85,6,0
1,0,77,6,1
1,0,94,9,0
1,0,82,11,3
1,0,99,9,1
1,1,79,19,0
1,1,67,4,1
1,0,93,13,1
0,0,6,3,0
1,1,74,15,3
1,0,81,11,0
0,0,44,28,0
0,0,28,28,0
0,0,56,28,0
0,0,27,28,1
0,0,25,28,0
1,0,80,18,0
1,1,87,18,0
1,0,90,18,0
1,0,82,18,0
1,0,89,18,0
1,0,89,18,0
1,1,76,9,0
1,0,85,22,0
0,1,32,16,0
0,0,47,28,0
1,1,71,3,0
1,0,80,18,0
1,1,82,3,0
1,0,58,25,0
0,1,32,12,0
0,1,21,12,0
1,1,89,25,3
0,0,35,28,0
1,1,79,25,0
1,0,67,30,0
1,0,92,3,0
1,1,80,30,0
1,0,86,25,0
1,1,70,30,0
1,1,81,25,0
1,0,89,3,0
1,1,79,4,0
1,1,86,30,0
1,0,85,3,0
1,1,76,3,0
1,1,70,17,0
1,1,90,16,0
1,0,91,30,1
1,0,81,12,0
1,0,80,11,0
1,0,80,12,0
1,0,76,16,0
1,1,71,11,0
1,0,83,18,0
1,0,98,18,0
1,0,86,18,0
1,0,84,18,0
1,0,74,18,0
1,0,76,18,0
1,0,92,18,0
1,0,88,18,0
1,0,77,18,0
1,0,84,18,0
0,1,7,25,0
1,0,85,12,3
1,0,96,5,0
1,0,69,28,3
1,0,88,16,0
1,0,84,16,0
1,0,77,16,3
1,0,87,16,0
1,0,85,16,0
1,0,67,16,0
1,0,84,16,0
1,0,82,16,0
1,1,80,16,0
1,1,75,16,2
1,0,78,16,0
1,0,83,16,1
1,0,78,16,0
1,1,79,16,0
1,1,81,24,0
1,1,78,10,0
1,0,72,10,0
1,0,86,10,0
1,1,90,30,0
1,1,90,30,0
0,1,5,19,0
1,1,87,30,0
1,1,52,16,0
1,0,88,16,0
1,0,81,16,0
1,0,80,10,0
1,0,80,21,0
0,1,31,30,1
1,1,80,18,0
1,0,78,18,0
1,0,74,24,0
1,1,82,1,0
1,1,78,20,0
1,0,78,20,0
1,0,67,20,3
0,1,7,20,0
1,1,68,7,2
1,0,88,22,3
1,1,94,22,0
1,1,73,22,3
1,1,83,1,0
1,1,90,6,0
1,1,87,10,0
1,0,93,9,0
1,0,88,6,0
1,0,82,2,0
1,0,77,2,3
1,1,82,15,0
1,1,75,6,0
1,1,76,6,0
1,1,81,6,0
1,1,80,11,0
1,0,86,23,0
1,0,97,6,0
1,0,71,11,0
1,1,81,6,0
1,1,83,6,0
1,1,82,11,0
1,0,81,6,0
1,1,93,6,0
